layer_name,cosine_similarity,sensitive,weight_shape
model.vision_tower.encoder.layers.1.self_attn.o_proj.linear,0.8039449453353882,True,"[768, 768]"
model.vision_tower.encoder.layers.1.mlp.gate_proj.linear,0.8634037375450134,True,"[3072, 768]"
model.vision_tower.encoder.layers.1.mlp.up_proj.linear,0.8639106750488281,True,"[3072, 768]"
model.vision_tower.encoder.layers.1.mlp.down_proj.linear,0.8367511034011841,True,"[768, 3072]"
model.vision_tower.encoder.layers.2.self_attn.q_proj.linear,0.8648183345794678,True,"[768, 768]"
model.vision_tower.encoder.layers.2.self_attn.k_proj.linear,0.8523542881011963,True,"[768, 768]"
model.vision_tower.encoder.layers.2.self_attn.v_proj.linear,0.85402911901474,True,"[768, 768]"
model.vision_tower.encoder.layers.2.self_attn.o_proj.linear,0.7631886601448059,True,"[768, 768]"
model.vision_tower.encoder.layers.2.mlp.gate_proj.linear,0.8642130494117737,True,"[3072, 768]"
model.vision_tower.encoder.layers.2.mlp.up_proj.linear,0.8657329678535461,True,"[3072, 768]"
model.vision_tower.encoder.layers.2.mlp.down_proj.linear,0.8410782814025879,True,"[768, 3072]"
model.vision_tower.encoder.layers.3.self_attn.q_proj.linear,0.864894688129425,True,"[768, 768]"
model.vision_tower.encoder.layers.3.self_attn.k_proj.linear,0.8627296686172485,True,"[768, 768]"
model.vision_tower.encoder.layers.3.self_attn.v_proj.linear,0.857977032661438,True,"[768, 768]"
model.vision_tower.encoder.layers.3.self_attn.o_proj.linear,0.8413420915603638,True,"[768, 768]"
model.vision_tower.encoder.layers.3.mlp.gate_proj.linear,0.8650813698768616,True,"[3072, 768]"
model.vision_tower.encoder.layers.3.mlp.up_proj.linear,0.8675389289855957,True,"[3072, 768]"
model.vision_tower.encoder.layers.3.mlp.down_proj.linear,0.8482061624526978,True,"[768, 3072]"
model.vision_tower.encoder.layers.4.self_attn.q_proj.linear,0.8709515929222107,True,"[768, 768]"
model.vision_tower.encoder.layers.4.self_attn.k_proj.linear,0.8594955205917358,True,"[768, 768]"
model.vision_tower.encoder.layers.4.self_attn.v_proj.linear,0.8657568693161011,True,"[768, 768]"
model.vision_tower.encoder.layers.4.self_attn.o_proj.linear,0.8311463594436646,True,"[768, 768]"
model.vision_tower.encoder.layers.4.mlp.gate_proj.linear,0.8635672926902771,True,"[3072, 768]"
model.vision_tower.encoder.layers.4.mlp.up_proj.linear,0.8668644428253174,True,"[3072, 768]"
model.vision_tower.encoder.layers.4.mlp.down_proj.linear,0.8485989570617676,True,"[768, 3072]"
model.vision_tower.encoder.layers.5.self_attn.q_proj.linear,0.8687217831611633,True,"[768, 768]"
model.vision_tower.encoder.layers.5.self_attn.k_proj.linear,0.8646414279937744,True,"[768, 768]"
model.vision_tower.encoder.layers.5.self_attn.v_proj.linear,0.8615671396255493,True,"[768, 768]"
model.vision_tower.encoder.layers.5.self_attn.o_proj.linear,0.8519248962402344,True,"[768, 768]"
model.vision_tower.encoder.layers.5.mlp.gate_proj.linear,0.8656901717185974,True,"[3072, 768]"
model.vision_tower.encoder.layers.5.mlp.up_proj.linear,0.8674771785736084,True,"[3072, 768]"
model.vision_tower.encoder.layers.5.mlp.down_proj.linear,0.8647924661636353,True,"[768, 3072]"
model.vision_tower.encoder.layers.6.self_attn.q_proj.linear,0.8745733499526978,True,"[768, 768]"
model.vision_tower.encoder.layers.6.self_attn.k_proj.linear,0.8626008033752441,True,"[768, 768]"
model.vision_tower.encoder.layers.6.self_attn.v_proj.linear,0.8669463396072388,True,"[768, 768]"
model.vision_tower.encoder.layers.6.self_attn.o_proj.linear,0.8490111827850342,True,"[768, 768]"
model.vision_tower.encoder.layers.6.mlp.gate_proj.linear,0.8700562715530396,True,"[3072, 768]"
model.vision_tower.encoder.layers.6.mlp.up_proj.linear,0.8716328144073486,True,"[3072, 768]"
model.vision_tower.encoder.layers.6.mlp.down_proj.linear,0.8608436584472656,True,"[768, 3072]"
model.vision_tower.encoder.layers.7.self_attn.q_proj.linear,0.8736725449562073,True,"[768, 768]"
model.vision_tower.encoder.layers.7.self_attn.k_proj.linear,0.8672670125961304,True,"[768, 768]"
model.vision_tower.encoder.layers.7.self_attn.v_proj.linear,0.8727343082427979,True,"[768, 768]"
model.vision_tower.encoder.layers.7.self_attn.o_proj.linear,0.8493586778640747,True,"[768, 768]"
model.vision_tower.encoder.layers.7.mlp.gate_proj.linear,0.871043860912323,True,"[3072, 768]"
model.vision_tower.encoder.layers.7.mlp.up_proj.linear,0.872319221496582,True,"[3072, 768]"
model.vision_tower.encoder.layers.7.mlp.down_proj.linear,0.8594603538513184,True,"[768, 3072]"
model.vision_tower.encoder.layers.8.self_attn.q_proj.linear,0.8700343370437622,True,"[768, 768]"
model.vision_tower.encoder.layers.8.self_attn.k_proj.linear,0.8503824472427368,True,"[768, 768]"
model.vision_tower.encoder.layers.8.self_attn.v_proj.linear,0.8696353435516357,True,"[768, 768]"
model.vision_tower.encoder.layers.8.self_attn.o_proj.linear,0.8464699983596802,True,"[768, 768]"
model.vision_tower.encoder.layers.8.mlp.gate_proj.linear,0.8751899600028992,True,"[3072, 768]"
model.vision_tower.encoder.layers.8.mlp.up_proj.linear,0.8750104904174805,True,"[3072, 768]"
model.vision_tower.encoder.layers.8.mlp.down_proj.linear,0.8497752547264099,True,"[768, 3072]"
model.vision_tower.encoder.layers.9.self_attn.q_proj.linear,0.8723728656768799,True,"[768, 768]"
model.vision_tower.encoder.layers.9.self_attn.k_proj.linear,0.843995213508606,True,"[768, 768]"
model.vision_tower.encoder.layers.9.self_attn.v_proj.linear,0.8770148754119873,True,"[768, 768]"
model.vision_tower.encoder.layers.9.self_attn.o_proj.linear,0.8744246959686279,True,"[768, 768]"
model.vision_tower.encoder.layers.9.mlp.gate_proj.linear,0.87603759765625,True,"[3072, 768]"
model.vision_tower.encoder.layers.9.mlp.up_proj.linear,0.8760225772857666,True,"[3072, 768]"
model.vision_tower.encoder.layers.9.mlp.down_proj.linear,0.8529873490333557,True,"[768, 3072]"
model.vision_tower.encoder.layers.10.self_attn.q_proj.linear,0.8709893226623535,True,"[768, 768]"
model.vision_tower.encoder.layers.10.self_attn.k_proj.linear,0.847380518913269,True,"[768, 768]"
model.vision_tower.encoder.layers.10.self_attn.v_proj.linear,0.8774816393852234,True,"[768, 768]"
model.vision_tower.encoder.layers.10.self_attn.o_proj.linear,0.8677387833595276,True,"[768, 768]"
model.vision_tower.encoder.layers.10.mlp.gate_proj.linear,0.8750886917114258,True,"[3072, 768]"
model.vision_tower.encoder.layers.10.mlp.up_proj.linear,0.876136839389801,True,"[3072, 768]"
model.vision_tower.encoder.layers.10.mlp.down_proj.linear,0.8607701659202576,True,"[768, 3072]"
model.vision_tower.encoder.layers.11.self_attn.q_proj.linear,0.8733862638473511,True,"[768, 768]"
model.vision_tower.encoder.layers.11.self_attn.k_proj.linear,0.8573547601699829,True,"[768, 768]"
model.vision_tower.encoder.layers.11.self_attn.v_proj.linear,0.8717261552810669,True,"[768, 768]"
model.vision_tower.encoder.layers.11.self_attn.o_proj.linear,0.8597381114959717,True,"[768, 768]"
model.vision_tower.encoder.layers.11.mlp.gate_proj.linear,0.8800808191299438,True,"[3072, 768]"
model.vision_tower.encoder.layers.11.mlp.up_proj.linear,0.8799636960029602,True,"[3072, 768]"
model.vision_tower.encoder.layers.11.mlp.down_proj.linear,0.8597924709320068,True,"[768, 3072]"
model.vision_tower.encoder.layers.12.self_attn.q_proj.linear,0.872559666633606,True,"[768, 768]"
model.vision_tower.encoder.layers.12.self_attn.k_proj.linear,0.8571893572807312,True,"[768, 768]"
model.vision_tower.encoder.layers.12.self_attn.v_proj.linear,0.8773565888404846,True,"[768, 768]"
model.vision_tower.encoder.layers.12.self_attn.o_proj.linear,0.8647154569625854,True,"[768, 768]"
model.vision_tower.encoder.layers.12.mlp.gate_proj.linear,0.8801974058151245,True,"[3072, 768]"
model.vision_tower.encoder.layers.12.mlp.up_proj.linear,0.8798635005950928,True,"[3072, 768]"
model.vision_tower.encoder.layers.12.mlp.down_proj.linear,0.854781985282898,True,"[768, 3072]"
model.vision_tower.encoder.layers.13.self_attn.q_proj.linear,0.8696690797805786,True,"[768, 768]"
model.vision_tower.encoder.layers.13.self_attn.k_proj.linear,0.8412141799926758,True,"[768, 768]"
model.vision_tower.encoder.layers.13.self_attn.v_proj.linear,0.8762146234512329,True,"[768, 768]"
model.vision_tower.encoder.layers.13.self_attn.o_proj.linear,0.8580819368362427,True,"[768, 768]"
model.vision_tower.encoder.layers.13.mlp.gate_proj.linear,0.8802772760391235,True,"[3072, 768]"
model.vision_tower.encoder.layers.13.mlp.up_proj.linear,0.8805254101753235,True,"[3072, 768]"
model.vision_tower.encoder.layers.13.mlp.down_proj.linear,0.8692387342453003,True,"[768, 3072]"
model.vision_tower.encoder.layers.14.self_attn.q_proj.linear,0.8618529438972473,True,"[768, 768]"
model.vision_tower.encoder.layers.14.self_attn.k_proj.linear,0.8374385833740234,True,"[768, 768]"
model.vision_tower.encoder.layers.14.self_attn.v_proj.linear,0.8498543500900269,True,"[768, 768]"
model.vision_tower.encoder.layers.14.self_attn.o_proj.linear,0.8544670343399048,True,"[768, 768]"
model.vision_tower.encoder.layers.14.mlp.gate_proj.linear,0.8795175552368164,True,"[3072, 768]"
model.vision_tower.encoder.layers.14.mlp.up_proj.linear,0.8799757957458496,True,"[3072, 768]"
model.vision_tower.encoder.layers.14.mlp.down_proj.linear,0.875247061252594,True,"[768, 3072]"
model.vision_tower.encoder.layers.15.self_attn.q_proj.linear,0.8562047481536865,True,"[768, 768]"
model.vision_tower.encoder.layers.15.self_attn.k_proj.linear,0.8188917636871338,True,"[768, 768]"
model.vision_tower.encoder.layers.15.self_attn.v_proj.linear,0.8281017541885376,True,"[768, 768]"
model.vision_tower.encoder.layers.15.self_attn.o_proj.linear,0.8073065876960754,True,"[768, 768]"
model.vision_tower.encoder.layers.15.mlp.gate_proj.linear,0.8822494149208069,True,"[3072, 768]"
model.vision_tower.encoder.layers.15.mlp.up_proj.linear,0.8807167410850525,True,"[3072, 768]"
model.vision_tower.encoder.layers.15.mlp.down_proj.linear,0.8530360460281372,True,"[768, 3072]"
model.embed_vision.embedding_projection,0.8614605665206909,True,"[1536, 768]"
model.audio_tower.subsample_conv_projection.input_proj_linear,0.8477555513381958,True,"[1024, 1024]"
model.audio_tower.layers.0.feed_forward1.ffw_layer_1.linear,0.9452950358390808,False,"[4096, 1024]"
model.audio_tower.layers.0.feed_forward1.ffw_layer_2.linear,0.9574698209762573,False,"[1024, 4096]"
model.audio_tower.layers.0.feed_forward2.ffw_layer_1.linear,0.948204517364502,False,"[4096, 1024]"
model.audio_tower.layers.0.feed_forward2.ffw_layer_2.linear,0.9567533135414124,False,"[1024, 4096]"
model.audio_tower.layers.0.self_attn.q_proj.linear,0.9442037343978882,False,"[1024, 1024]"
model.audio_tower.layers.0.self_attn.k_proj.linear,0.9486463069915771,False,"[1024, 1024]"
model.audio_tower.layers.0.self_attn.v_proj.linear,0.9503271579742432,False,"[1024, 1024]"
model.audio_tower.layers.0.self_attn.post.linear,0.958266019821167,False,"[1024, 1024]"
model.audio_tower.layers.0.self_attn.relative_k_proj,0.8614073395729065,True,"[1024, 1024]"
model.audio_tower.layers.0.lconv1d.linear_start.linear,0.877400279045105,True,"[2048, 1024]"
model.audio_tower.layers.0.lconv1d.linear_end.linear,0.9543074369430542,False,"[1024, 1024]"
model.audio_tower.layers.1.feed_forward1.ffw_layer_1.linear,0.9476394653320312,False,"[4096, 1024]"
model.audio_tower.layers.1.feed_forward1.ffw_layer_2.linear,0.9588391780853271,False,"[1024, 4096]"
model.audio_tower.layers.1.feed_forward2.ffw_layer_1.linear,0.9463589191436768,False,"[4096, 1024]"
model.audio_tower.layers.1.feed_forward2.ffw_layer_2.linear,0.9571529626846313,False,"[1024, 4096]"
model.audio_tower.layers.1.self_attn.q_proj.linear,0.9576212763786316,False,"[1024, 1024]"
model.audio_tower.layers.1.self_attn.k_proj.linear,0.9530762434005737,False,"[1024, 1024]"
model.audio_tower.layers.1.self_attn.v_proj.linear,0.9533544182777405,False,"[1024, 1024]"
model.audio_tower.layers.1.self_attn.post.linear,0.9485570192337036,False,"[1024, 1024]"
model.audio_tower.layers.1.self_attn.relative_k_proj,0.8454127311706543,True,"[1024, 1024]"
model.audio_tower.layers.1.lconv1d.linear_start.linear,0.8786154389381409,True,"[2048, 1024]"
model.audio_tower.layers.1.lconv1d.linear_end.linear,0.962549090385437,False,"[1024, 1024]"
model.audio_tower.layers.2.feed_forward1.ffw_layer_1.linear,0.9462369680404663,False,"[4096, 1024]"
model.audio_tower.layers.2.feed_forward1.ffw_layer_2.linear,0.9565784931182861,False,"[1024, 4096]"
model.audio_tower.layers.2.feed_forward2.ffw_layer_1.linear,0.9461216926574707,False,"[4096, 1024]"
model.audio_tower.layers.2.feed_forward2.ffw_layer_2.linear,0.9600000381469727,False,"[1024, 4096]"
model.audio_tower.layers.2.self_attn.q_proj.linear,0.9590442776679993,False,"[1024, 1024]"
model.audio_tower.layers.2.self_attn.k_proj.linear,0.9528197050094604,False,"[1024, 1024]"
model.audio_tower.layers.2.self_attn.v_proj.linear,0.9481886625289917,False,"[1024, 1024]"
model.audio_tower.layers.2.self_attn.post.linear,0.9537686109542847,False,"[1024, 1024]"
model.audio_tower.layers.2.self_attn.relative_k_proj,0.8572156429290771,True,"[1024, 1024]"
model.audio_tower.layers.2.lconv1d.linear_start.linear,0.8894050121307373,True,"[2048, 1024]"
model.audio_tower.layers.2.lconv1d.linear_end.linear,0.963180422782898,False,"[1024, 1024]"
model.audio_tower.layers.3.feed_forward1.ffw_layer_1.linear,0.9451908469200134,False,"[4096, 1024]"
model.audio_tower.layers.3.feed_forward1.ffw_layer_2.linear,0.9509049654006958,False,"[1024, 4096]"
model.audio_tower.layers.3.feed_forward2.ffw_layer_1.linear,0.9460895657539368,False,"[4096, 1024]"
model.audio_tower.layers.3.feed_forward2.ffw_layer_2.linear,0.9548773765563965,False,"[1024, 4096]"
model.audio_tower.layers.3.self_attn.q_proj.linear,0.9581790566444397,False,"[1024, 1024]"
model.audio_tower.layers.3.self_attn.k_proj.linear,0.9520166516304016,False,"[1024, 1024]"
model.audio_tower.layers.3.self_attn.v_proj.linear,0.9413955211639404,False,"[1024, 1024]"
model.audio_tower.layers.3.self_attn.post.linear,0.954399824142456,False,"[1024, 1024]"
model.audio_tower.layers.3.self_attn.relative_k_proj,0.8197190165519714,True,"[1024, 1024]"
model.audio_tower.layers.3.lconv1d.linear_start.linear,0.8887520432472229,True,"[2048, 1024]"
model.audio_tower.layers.3.lconv1d.linear_end.linear,0.9628241062164307,False,"[1024, 1024]"
model.audio_tower.layers.4.feed_forward1.ffw_layer_1.linear,0.945807933807373,False,"[4096, 1024]"
model.audio_tower.layers.4.feed_forward1.ffw_layer_2.linear,0.9547886848449707,False,"[1024, 4096]"
model.audio_tower.layers.4.feed_forward2.ffw_layer_1.linear,0.9468371868133545,False,"[4096, 1024]"
model.audio_tower.layers.4.feed_forward2.ffw_layer_2.linear,0.9635801315307617,False,"[1024, 4096]"
model.audio_tower.layers.4.self_attn.q_proj.linear,0.9582328796386719,False,"[1024, 1024]"
model.audio_tower.layers.4.self_attn.k_proj.linear,0.9471697807312012,False,"[1024, 1024]"
model.audio_tower.layers.4.self_attn.v_proj.linear,0.9595115184783936,False,"[1024, 1024]"
model.audio_tower.layers.4.self_attn.post.linear,0.9499192833900452,False,"[1024, 1024]"
model.audio_tower.layers.4.self_attn.relative_k_proj,0.8569977283477783,True,"[1024, 1024]"
model.audio_tower.layers.4.lconv1d.linear_start.linear,0.8885144591331482,True,"[2048, 1024]"
model.audio_tower.layers.4.lconv1d.linear_end.linear,0.9638712406158447,False,"[1024, 1024]"
model.audio_tower.layers.5.feed_forward1.ffw_layer_1.linear,0.9450709819793701,False,"[4096, 1024]"
model.audio_tower.layers.5.feed_forward1.ffw_layer_2.linear,0.9424058794975281,False,"[1024, 4096]"
model.audio_tower.layers.5.feed_forward2.ffw_layer_1.linear,0.9489073753356934,False,"[4096, 1024]"
model.audio_tower.layers.5.feed_forward2.ffw_layer_2.linear,0.9668872952461243,False,"[1024, 4096]"
model.audio_tower.layers.5.self_attn.q_proj.linear,0.9554426670074463,False,"[1024, 1024]"
model.audio_tower.layers.5.self_attn.k_proj.linear,0.9549281597137451,False,"[1024, 1024]"
model.audio_tower.layers.5.self_attn.v_proj.linear,0.9608843326568604,False,"[1024, 1024]"
model.audio_tower.layers.5.self_attn.post.linear,0.9483022689819336,False,"[1024, 1024]"
model.audio_tower.layers.5.self_attn.relative_k_proj,0.8725756406784058,True,"[1024, 1024]"
model.audio_tower.layers.5.lconv1d.linear_start.linear,0.8844695687294006,True,"[2048, 1024]"
model.audio_tower.layers.5.lconv1d.linear_end.linear,0.9555681347846985,False,"[1024, 1024]"
model.audio_tower.layers.6.feed_forward1.ffw_layer_1.linear,0.948233962059021,False,"[4096, 1024]"
model.audio_tower.layers.6.feed_forward1.ffw_layer_2.linear,0.956802487373352,False,"[1024, 4096]"
model.audio_tower.layers.6.feed_forward2.ffw_layer_1.linear,0.9474847912788391,False,"[4096, 1024]"
model.audio_tower.layers.6.feed_forward2.ffw_layer_2.linear,0.9589033126831055,False,"[1024, 4096]"
model.audio_tower.layers.6.self_attn.q_proj.linear,0.960281491279602,False,"[1024, 1024]"
model.audio_tower.layers.6.self_attn.k_proj.linear,0.9566861391067505,False,"[1024, 1024]"
model.audio_tower.layers.6.self_attn.v_proj.linear,0.9613845348358154,False,"[1024, 1024]"
model.audio_tower.layers.6.self_attn.post.linear,0.9524623155593872,False,"[1024, 1024]"
model.audio_tower.layers.6.self_attn.relative_k_proj,0.8478347063064575,True,"[1024, 1024]"
model.audio_tower.layers.6.lconv1d.linear_start.linear,0.8784192800521851,True,"[2048, 1024]"
model.audio_tower.layers.6.lconv1d.linear_end.linear,0.9656650424003601,False,"[1024, 1024]"
model.audio_tower.layers.7.feed_forward1.ffw_layer_1.linear,0.9458080530166626,False,"[4096, 1024]"
model.audio_tower.layers.7.feed_forward1.ffw_layer_2.linear,0.9464824795722961,False,"[1024, 4096]"
model.audio_tower.layers.7.feed_forward2.ffw_layer_1.linear,0.9444423317909241,False,"[4096, 1024]"
model.audio_tower.layers.7.feed_forward2.ffw_layer_2.linear,0.9578413963317871,False,"[1024, 4096]"
model.audio_tower.layers.7.self_attn.q_proj.linear,0.9598397016525269,False,"[1024, 1024]"
model.audio_tower.layers.7.self_attn.k_proj.linear,0.9512391090393066,False,"[1024, 1024]"
model.audio_tower.layers.7.self_attn.v_proj.linear,0.957019031047821,False,"[1024, 1024]"
model.audio_tower.layers.7.self_attn.post.linear,0.9414227604866028,False,"[1024, 1024]"
model.audio_tower.layers.7.self_attn.relative_k_proj,0.7943797707557678,True,"[1024, 1024]"
model.audio_tower.layers.7.lconv1d.linear_start.linear,0.8848637938499451,True,"[2048, 1024]"
model.audio_tower.layers.7.lconv1d.linear_end.linear,0.9637967348098755,False,"[1024, 1024]"
model.audio_tower.layers.8.feed_forward1.ffw_layer_1.linear,0.9455159902572632,False,"[4096, 1024]"
model.audio_tower.layers.8.feed_forward1.ffw_layer_2.linear,0.9554269313812256,False,"[1024, 4096]"
model.audio_tower.layers.8.feed_forward2.ffw_layer_1.linear,0.945706844329834,False,"[4096, 1024]"
model.audio_tower.layers.8.feed_forward2.ffw_layer_2.linear,0.9579063653945923,False,"[1024, 4096]"
model.audio_tower.layers.8.self_attn.q_proj.linear,0.9571577906608582,False,"[1024, 1024]"
model.audio_tower.layers.8.self_attn.k_proj.linear,0.9450797438621521,False,"[1024, 1024]"
model.audio_tower.layers.8.self_attn.v_proj.linear,0.959765613079071,False,"[1024, 1024]"
model.audio_tower.layers.8.self_attn.post.linear,0.9523454308509827,False,"[1024, 1024]"
model.audio_tower.layers.8.self_attn.relative_k_proj,0.8437855839729309,True,"[1024, 1024]"
model.audio_tower.layers.8.lconv1d.linear_start.linear,0.8925656080245972,True,"[2048, 1024]"
model.audio_tower.layers.8.lconv1d.linear_end.linear,0.9638344049453735,False,"[1024, 1024]"
model.audio_tower.layers.9.feed_forward1.ffw_layer_1.linear,0.9466918110847473,False,"[4096, 1024]"
model.audio_tower.layers.9.feed_forward1.ffw_layer_2.linear,0.9561514854431152,False,"[1024, 4096]"
model.audio_tower.layers.9.feed_forward2.ffw_layer_1.linear,0.9476180076599121,False,"[4096, 1024]"
model.audio_tower.layers.9.feed_forward2.ffw_layer_2.linear,0.9540302753448486,False,"[1024, 4096]"
model.audio_tower.layers.9.self_attn.q_proj.linear,0.9586254358291626,False,"[1024, 1024]"
model.audio_tower.layers.9.self_attn.k_proj.linear,0.9500414133071899,False,"[1024, 1024]"
model.audio_tower.layers.9.self_attn.v_proj.linear,0.9586641788482666,False,"[1024, 1024]"
model.audio_tower.layers.9.self_attn.post.linear,0.9334880113601685,False,"[1024, 1024]"
model.audio_tower.layers.9.self_attn.relative_k_proj,0.8581928014755249,True,"[1024, 1024]"
model.audio_tower.layers.9.lconv1d.linear_start.linear,0.8918219804763794,True,"[2048, 1024]"
model.audio_tower.layers.9.lconv1d.linear_end.linear,0.9621844291687012,False,"[1024, 1024]"
model.audio_tower.layers.10.feed_forward1.ffw_layer_1.linear,0.9458634853363037,False,"[4096, 1024]"
model.audio_tower.layers.10.feed_forward1.ffw_layer_2.linear,0.9543639421463013,False,"[1024, 4096]"
model.audio_tower.layers.10.feed_forward2.ffw_layer_1.linear,0.948117733001709,False,"[4096, 1024]"
model.audio_tower.layers.10.feed_forward2.ffw_layer_2.linear,0.958541750907898,False,"[1024, 4096]"
model.audio_tower.layers.10.self_attn.q_proj.linear,0.9580914974212646,False,"[1024, 1024]"
model.audio_tower.layers.10.self_attn.k_proj.linear,0.9449902176856995,False,"[1024, 1024]"
model.audio_tower.layers.10.self_attn.v_proj.linear,0.960176408290863,False,"[1024, 1024]"
model.audio_tower.layers.10.self_attn.post.linear,0.9418964982032776,False,"[1024, 1024]"
model.audio_tower.layers.10.self_attn.relative_k_proj,0.8474547863006592,True,"[1024, 1024]"
model.audio_tower.layers.10.lconv1d.linear_start.linear,0.8855335712432861,True,"[2048, 1024]"
model.audio_tower.layers.10.lconv1d.linear_end.linear,0.9607287645339966,False,"[1024, 1024]"
model.audio_tower.layers.11.feed_forward1.ffw_layer_1.linear,0.9459872245788574,False,"[4096, 1024]"
model.audio_tower.layers.11.feed_forward1.ffw_layer_2.linear,0.9590901136398315,False,"[1024, 4096]"
model.audio_tower.layers.11.feed_forward2.ffw_layer_1.linear,0.9421561360359192,False,"[4096, 1024]"
model.audio_tower.layers.11.feed_forward2.ffw_layer_2.linear,0.9480061531066895,False,"[1024, 4096]"
model.audio_tower.layers.11.self_attn.q_proj.linear,0.95838463306427,False,"[1024, 1024]"
model.audio_tower.layers.11.self_attn.k_proj.linear,0.9473592042922974,False,"[1024, 1024]"
model.audio_tower.layers.11.self_attn.v_proj.linear,0.9582964777946472,False,"[1024, 1024]"
model.audio_tower.layers.11.self_attn.post.linear,0.9441001415252686,False,"[1024, 1024]"
model.audio_tower.layers.11.self_attn.relative_k_proj,0.8536123037338257,True,"[1024, 1024]"
model.audio_tower.layers.11.lconv1d.linear_start.linear,0.8836344480514526,True,"[2048, 1024]"
model.audio_tower.layers.11.lconv1d.linear_end.linear,0.9560370445251465,False,"[1024, 1024]"
model.audio_tower.output_proj,0.856559157371521,True,"[1536, 1024]"
model.embed_audio.embedding_projection,0.869617223739624,True,"[1536, 1536]"
lm_head,0.876639723777771,True,"[262144, 1536]"
